song_id,title,artist,album,album_image,BPM,Camelot,lyrics
66,The Calling,The Killers,Wonderful Wonderful (Deluxe),https://i.scdn.co/image/ab67616d00004851e7664a1deaefa43d6d7b1bb2,104,9B,"And it came to pass, as Jesus sat at meat in the house, behold, many publicans and sinners came and sat down with him and his disciples. And when the Pharisees saw this, they said unto his disciples, ""Why eateth your Master with publicans and senators?"" But when Jesus heard that, he said unto them, ""They that be whole need not a physician, but they that are sick.""

I walked into town with a message for my old man
I've got the last two chapters of Matthew in my hand
Steve painting houses while Bobby went and gone insane
They buried my sister but daddy he stayed the same

Follow the sun out of the night
Brother, just lean into the light
You wanna be sure, I'll give you sight
Brother, just lean into the light

His hands still shake when the ponies break out on the track
(Here comes the calling)
His feet still quick when they say they want their money back (Here comes the calling)
But Daddy did you think that you could outrun the Holy Ghost? (Here comes the calling)
Lie, cheat, steal, hope they fix it all up in post

The book will be open
In front of the judge
Unquenchable fire
Or keys to the kingdom

Follow the sun out of the night
Brother, just lean into the light
(Just lean into the light)
You wanna be sure, I'll give you sight
Brother, just lean into the light
(Just lean into the light)
The road to the kingdom's burnin' bright
Brother, just lean into the light

You heard that the master was traveling through
But what would you do if he walked in the room?
Make for the left, or break for the right?
Brother, just lean in
Brother, just lean into the light

Follow the sun out of the night
Brother, just lean into the light
(Just lean into the light)
You wanna be sure, I'll give you sight
Brother, just lean into the light
(Just lean into the light)
The road to the kingdom's burnin' bright
Brother, just lean into the light
(Just lean into the light)
Follow the sun out of the night
Brother, just lean into the light

Here comes the calling
Here comes the calling"
67,Have All The Songs Been Written?,The Killers,Wonderful Wonderful (Deluxe),https://i.scdn.co/image/ab67616d00004851e7664a1deaefa43d6d7b1bb2,121,1B,"Have all the songs been written?
Have all the truths been told?
Has all the gas been siphoned?
Do the banks still carry gold?

Has every ship gone sailing?
Has every heart gone blue?
Have all the songs been written?
Oh, I just need one to get through to you
I just need one more

Have all the songs been written?
Have all your needs been met?
Have all these years been worth it
Or am I the great regret?

Has every ship gone sailing?
Has every heart gone blue?
Have all the songs been written?
Oh, I just need one to get through to you
I just need one more to get through to you
I can't take back what I've done wrong
I just need one more

When the train returns to the rails
When the ship is back in the harbor
I will make you happy again
I can see it, I believe it

I just need one more to get through to you
I just need one more to get through to you
I can't take back what I've done wrong
I just need one more"
68,Money On Straight,The Killers,Wonderful Wonderful (Deluxe),https://i.scdn.co/image/ab67616d00004851e7664a1deaefa43d6d7b1bb2,140,3B,"Get your hair cut
Get your money on straight
Get your head right
And don't forget where you come from
Who your friends are and all that shit

Ever since I could hear
A voice of warning
Stories of pain and fear ringing in my eardrum
And ever since I could run
There's been somebody with a loaded gun
Get your finger on the trigger son
Ringin' in my eardrum

Get your hair cut
Get your money on straight
Get your head right
And don't forget where you come from
Who your friends are and all that shit

Ever since I could hear
A voice of warning
Stories of pain and fear ringing in my eardrum
And ever since I could run
There's been somebody with a loaded gun
Get your finger on the trigger son
Ringin' in my eardrum

Get your hair cut
Get your money on straight
Get your head right
And don't forget where you come from
Who your friends are and all that shit

I admit I don't understand how this all started
But I know it's gotten out of hand
We can't go back now
Can't just tell ourselves all of this will pass
Not while we're
Sailin' too close, sailin' too close to the wind
Sailin' too close, sailin' too close to the wind"
69,My Own Soul’s Warning,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,152,9B,"I tried going against my own soul's warning
But in the end, something just didn't feel right
Oh, I tried diving even though the sky was storming
I just wanted to get back to where you are

If you could see through the banner of the sun
Into eternity's eyes, like a vision reaching down to you
Would you turn away?
What if it knew you by your name?
What kind of words would cut through the clutter of the whirlwind of these days?

I tried going against my own soul's warning
And in the end, something just didn't feel right
Oh, I tried diving, even though the sky was storming
Thunderheads were forming

But then I thought I could fly
And when I hit the ground
It made a messed up sound
And it kept on rattling through my days
And cutting up my nights
Like a goddamn knife
And it got me thinking, no matter how far
I just wanted to get back to where you are

I tried going against my own soul's warning
And in the end, something just didn't feel right
Oh, I tried running from the memory and the mourning
But the penalty kept on pouring

And now I think I know why
'Cause when I hit the ground
It made a messed up sound
And it kept on rattling through my days
And cutting up my nights
Like a goddamn knife
And it got me thinking, no matter how far
I just wanted to get back to where you are"
70,Blowback,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,118,11B,"She's reaching for her backpack
Puts out a cigarette and gets on the bus
She's sittin' on a secret
She didn't ask for, no girl ever did
But there's a whisper in her heartbeat
And she can hear it just enough to keep her alive
When she's breathing in the blowback
There's nothing you can offer she ain't already tried

But she's breathing in the blowback
Born into poor white trash and always typecast
But she's gonna break out, boy, you'd better know that
It's just a matter of time
She fights back
(Breathing in again)
Breathing in the blowback

She is sucking on a Tic-Tac
A good man is a mystery, she's looking for clues
Whoa, you'd better check that, buddy
'Cause the blacktop's burning up what's left of the fuse
And she knows where she comes from
Doesn't need you dragging her all through it again
It's like breathing in the blowback
It's a hijack, now how much are you willing to spend?

But she's breathing in the blowback
Born into poor white trash and always typecast
But she's gonna break out, boy, you'd better know that
It's just a matter of time
She fights back
(Breathing in again)
Breathing in the blowback

(Breathing in the blowback)
Pinwheels spinning, roller skates and red flags
(Breathing in the blowback)
She's gonna break out, boy, you'd better know that

Can you cast out a demon?
Can you wrangle the wind?
Will you stay when she's breathing the blowback again?"
71,Dying Breed,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,151,3B,"There's gonna be opposition
Ain't no way around it
But if you're looking for strong and steady
Well baby, you found it
We'll weather the coldest night
Baby, we're a dying breed

When everyone's compromising
I'll be your diehard
I'll be there when water's rising
I'll be your lifeguard
We're cut from a stained glass mountain
Baby, we're a dying breed

Na-na-na, na-na-na
Na-na-na, na-na-na
Na-na-na, na-na-na
Na-na-na, na-na-na

When facing the wind got wicked
We rallied and raised up
So now if she comes back kicking
We'll know what we're made of
There's gonna be opposition
But we've got everything we need
Ooh, baby, we're a dying breed

From the coveted touch of a girl in love
I was lifted by the sound of a spirit in need
Baby, we're a dying breed

I don't know what you want from me
Sometimes I don't know what to do
It's like I'm screaming in a dream
It's like I can't get through
What if we're not prepared for this?
What if we just can't find the trail?
Then I remember the promise I made
And the way that I fell

For the coveted touch of a girl in love
I was taken by the sound of a spirit in need
Baby, we're a dying breed

We've got everything we need
Baby, we're a dying breed

(Na-na-na-na-na)
(Na-na-na-na-na)
(Na-na-na-na-na)
(Na-na-na-na-na)
(Na-na-na-na-na)
(Na-na-na-na-na)"
72,Caution,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,178,9B,"And there is nothing
I wouldn't do
There is nothing
I wouldn't give
There is nothing
Compelling me

Let me introduce you to the featherweight queen
She got Hollywood eyes
But you can't shoot what she's seen
Her mama was a dancer
And that's all that she knew
'Cause when you live in the desert
It's what pretty girls do

I'm throwin' caution
What's it gonna be?
Tonight the winds of change are blowin' wild and free
If I don't get out
Out of this town
I just might be the one who finally burns it down

I'm throwin' caution
I'm throwin' caution

Never had a diamond on the sole of her shoes
Just black top, white trash
Straight out of the news
Doesn't like birthdays
They remind her of why
She can go straight from zero
To the Fourth of July

I'm throwin' caution
What's it gonna be?
Tonight the winds of change are comin' over me
If I don't get out
Out of this town
I just might be the one who finally burns it down

I'm throwin' caution
I'm throwin' caution (Throwin' caution)
I'm throwin' caution
I'm throwin' caution (Throwin' caution)

'Cause it's some kind of sin
To live your whole life
On a might've been
I'm ready now"
73,Lightning Fields (feat. k.d. lang),"The Killers, k.d. lang",Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,113,2B,"Last night I saw you dressed in white
Nothing around you
You were standing in the lightning field of love
You were waiting for the lightning to come
I didn't want to wake up
I just wanted to run my fastest
And stand beside you

I just wanted to run my fastest and stand beside you in
The lightning field of love
I didn't want to wake up
I just wanted to run my fastest and stand beside you in
The lightning field
Press your face to mine, name and raise again
Take the car out for a drive
Run my fastest and stand beside you in
The lightning field of love
Name and raise again, press your face to mine
Run my fastest and name and raise again
Hold your hand again, speak your name again
Over heels again, tell you everything

Late at night, I lie in bed and think about things left unsaid and
All the things that I'd do different if I just had the chance
Don't beat yourself up, you laid good ground
Look at 'em all from scratch 'til sundown
You put the work in and then some
Where is all this coming from?
There's no end to love
There's no end to truth
There's no end to me
There's no end to you

I just wanted to run my fastest and stand beside you in
The lightning field of love
Press your face to mine, name and raise again
Take the car out for a drive
Take me with you to the other side
Run my fastest and stand beside you in
The lightning field of love
Name and raise again, press your face to mine
Run my fastest and name and raise again
Give my name again, speak your name again
Bring myself to just tell you everything, tell you everything
Everything"
74,Fire In Bone,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,96,10B,"(Fire in bone)
Fire in bone
I felt fire in bone
Fire in bone
I felt fire in bone
Fire in bone

I felt cast out
I felt eighty-sixed
I felt darkness
But I felt fire in bone
I felt no good
I felt lowdown
And I felt alone
I felt unknown

I felt fire in bone
I felt fire in bone
Wrongly accused and disowned
I felt fire in bone

I felt big time
I felt major league
I felt weird sin
I felt fire in bone
I felt ripped off
Run down, wrung out
Empty, unseen
And preyed upon
I felt fire in bone
I felt fire in bone

When I came back empty-handed
You were waiting in the road
And you fell on my neck
And you took me back home
After all that I took from you
After all that I put you through
Here I am

I felt fire in bone
I felt washed up
I felt tempest-tossed and seasick
But I felt fire in bone
I felt mislead
I felt chained up, unclean, unknown
I felt unknown

I felt fire in bone
I felt fire in bone

And they say no one's gonna save you
You gotta make it on your own
But I called from the dark
And you picked up the phone
On my back in the raging blue
I looked up, and you cut right through

And when I came back empty-handed
You met me in the road
And you fell on my neck
And you took me back home
After all that I took from you
After all that I put you through
Here I am

(Here I am)
(Here I am)
(Here I am)"
75,Running Towards A Place,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,147,8A,"Give me the eyes that I may see
The good in my people and the trouble in me
Give me the hands that I may lift
The weight of another who's starting to drift

And if we're running towards a place
Where we'll walk as one
Will the hardness of this life
Be overcome?
If I lay with you in love
Will you meet me there?
And shake the lightning from the locks
Of your unbound hair
Can two become one?

Give me a song that I may sing
That cuts like a canyon and rides on a wing
And give a heart that I may stand
For what I believe in

And if we're running towards a place
Where we'll walk as one
Will the hardness of this life
Be overcome?
If I walk the wild blue
Will you meet me there?
And shake the lightning from the locks
Of your unbound hair
Can two become one?

Can you see the world
In a grain of sand?
Can you find heaven in a wildflower
Hold it in the palm of your hand?
The moment we met
Burst like a star
Onto the canvas of the skyline, purple and gold
We're in this together, I ain't never letting go

Because we're running towards a place
Where we'll walk as one
And the sadness of this life
Will be overcome
If I lay with you in love
Will you meet me there?
And shake the lightning from the locks
Of your unbound hair"
76,My God (feat. Weyes Blood),"The Killers, Weyes Blood, Lucius",Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,112,6B,"Mirage after mirage
Crawling back to your arms
Stay, stay
From your mouth to my heart
Stay, stay
From your mouth to my heart
Stay, stay

Don't talk to me about forgiveness
My God, just look who's back in business
That weight that dragged you down, it has been made light
And I'm at the top of my lungs
'Cause big love cannot be understated
Don't push, control is overrated
I know that if we stick together
My God, it's like the weight has been lifted

Wipe the dust from my eye
Wash my feet with your tears
My God, my God
From your mouth to my heart
Stay, stay

Don't talk to me about forgiveness
My God, just look who's back in business
That weight that dragged you down, it has been made light
And I'm at the top of my lungs
'Cause big love cannot be understated
Don't push, control is overrated
I know that if we stick together
My God, it's like the weight has been lifted

The weight has been lifted
We finally let go
We let go of what holds
Our hearts in the cold
The weight has been lifted

Don't talk to me about forgiveness
My God, just look who's back in business
That weight we lugged around, it has been made light
I'm at the top of my lungs
'Cause big love cannot be understated
Don't push, control is overrated
I know that if we stick together
My God, it's like the weight has been lifted
My God, it's like the weight has been lifted
My God, it's like the weight has been lifted"
77,When The Dreams Run Dry,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,151,7B,"Can't hear myself think through the crashing of the rain
I'm passing judgement in the fast lane
And smoothing out a rough stone
Guess it comes with age
You start to wonder about the time theft
How much of it you got left
Comes in with the age now

But when the dreams run dry
I will be where I always was
Standing at your side
Letting go of the reins
We're all going to die

When they're closing up the door
Nobody wishing that they worked more
Don't bother with your suitcase
We'll beat the birds down to Acapulco Bay
Or Honolulu on hearsay, running at our own pace
And I'll be on your side when the dreams run dry

When the dreams run dry
I will be where I always was
Standing at your side
Letting go of the reins

Reach for the summit
Of an ancient design
On the verge of eternal
On the heels of divine
If you stumble and fall (If you stumble and fall)
If the way can't be found (If the way can't be found)

We'll just follow the moon to the stars, to the sun, to the ground
And around and around and around
In the light, in the heat, through the folds and the bends
And again and again and again
To the moon, to the stars, to the sun, to the ground
And around and around and around
In the light, in the heat, through the folds and the bends
And again and again and again"
78,Imploding The Mirage,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,156,8B,"I was a timid Rockwellian boy
She was tattooed and ready to deploy
Gave me reservation and the like
But she could be the dangerous type
But I threw caution 'cause something about that yin and the yang
Was pushing my boundaries out beyond my imagining

While you were out there, chewing on fat for probable cause
I let go
While you were out there weighing odds
I was imploding the mirage
While you were out there looking like that
Struck my name from the camouflage
I wasn't lost in the collage
I was imploding the mirage
I was imploding the mirage

I had to do it, I had no other choice
You've got to listen to the inside voice
A bullet train will get you there fast
But it won't guarantee a long last
Sometimes it takes a little bit of courage and doubt
To push your boundaries out beyond your imagining

While you were out there, chewing on fat for probable cause
I let go
While you were out there weighing odds
I was imploding the mirage
While you were out there looking like that
Struck my name from the camouflage
I wasn't lost in the collage
I was imploding the mirage
I was imploding the mirage

I was spellbound by the show
The matchless power of the glow
I was bound by golden shackles, getting by
She tripped the breaker, blew the fuse
Doesn't need no pair of shoes
Her wings have come, and she's ready for the sky

While you were out there, chewing on fat for probable cause
I let go
While you were out there weighing odds
I was imploding the mirage
While you were out there looking like that
I walked right out of the camouflage
I wasn't locked in no collage
I was imploding the mirage
I was imploding the mirage"
79,C'est La Vie,The Killers,Imploding The Mirage (Deluxe),https://i.scdn.co/image/ab67616d00004851f26061fad5a247b03ed2502e,130,10B,"There's dignity in calloused hands
The tools you have are not for sale
Well, sometimes, you're the hammer
And sometimes, you're the nail
It's not about how you get lost
It's what you do to find the trail
Well, sometimes, you're Ahab
And sometimes, you're the whale

Do-do-do-bah
Do-do-do-bah
Do-do-do-bah
Oh-na-na-na

When frogs are fallin' from the sky
Just take responsibility
Well, sometimes, you're the prisoner
And sometimes, you're the free
Just let your conscience be your guide
When heartbreak hits you, c'est la vie
Well, sometimes, you're the Shih Tzu
And sometimes, you're the tree

Do-do-do-bah
Do-do-do-bah, that's right
Do-do-do-bah
Oh-na-na-na

Sometimes you're the river
And sometimes you're the sea
Sometimes you're a stranger to yourself
It's a dangerous place to be
But you'll be fine
Just remember where you come from
How you got the song
Then you'll always get it right, more than you get it wrong
We're with you in the middle
We're right down to the bone

Do-do-do, do-do
Ah-ah-ah
Do-do-do, do-do
Do-do-do, do-do
Do-do-do, do-do
Oh

Do-do-do-bah (C'est la vie)
Do-do-do-bah
Do-do-do-bah
Oh-na-na-na
Do-do-do-bah
Do-do-do-bah
Do-do-do-bah
Oh-na-na-na
Oh-na-na-na"
80,Wreckin' Bar (Ra Ra Ra),The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,180,4B,"Pretty girl, wrecking bar
Ra ra ra ra yeah you are
Growing up, I'm twice the man
Yeah yeah yeah yeah yeah I am

The angel's game, F. Scott Fitzgerald
The evening news and the Morning Herald
I know they're not from very far
Les femmes, les bars; c'est pas une joie!

Where you been? You can't say?
Hey hey hey hey yeah you may
That might seem a bit below
No no no it's funny though

Let's go home, I think we oughtta
I know you're your mother's daughter
Well brought up and royal blue
But I haven't got the time for you

Finger pointing, pre-supposing
Watch out man the doors are closing
This is what you get when you turn your back
A clear blue sky turning grey and black"
81,If You Wanna,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,165,10B,"Well, I don't want to wake up in the morning
But I've got to face the day
That's what all the friends I do not like as much as you say

I don't want to do things independently
But I can't make you stay
That's what all the friends I do not like as much as you say

But if you wanna come back it's alright, it's alright
It's alright if you wanna come back
Do you wanna come back? It's alright, it's alright
It's alright if you wanna come back to me

Well, I don't want to see you with another guy
But the fact is that I may
That's what all the friends I do not like as much as you say

""Well, give it just another couple months or so
Then you'll be okay.""
That's what all the friends I do not like as much as you say

Alone, all alone
I am on my own
Alone, all alone
I am on my own

But if you wanna come back it's alright, it's alright
It's alright if you wanna come back
Do you wanna come back? It's alright, it's alright
It's alright if you wanna come back to me

But if you wanna come back it's alright, it's alright
It's alright if you wanna come back
Do you wanna come back? It's alright, it's alright
It's alright if you wanna come back

Do you wanna come back? It's alright, it's alright
It's alright if you wanna come back
Do you wanna come back? It's alright, it's alright
It's alright if you wanna come back to me"
82,A Lack of Understanding,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,123,2B,"It's only been a year
But it feels like a lifetime here
How's it been for you?
Does it feel like a lifetime too?
What would you do now in light of it all?
I don't regret it in spite of it all
If I can't convince you then nobody can
I guess

I've got too much time on my hands
But you don't understand
Or you won't understand

Would it make it right?
Would it make you less uptight?
What would it achieve?
What should I put up my sleeve?
What did you think would come out of it all?
That we'd quit pretending we doubted it all?
You don't make me nervous
Hell, nobody does these days

I've got too much time on my hands
But you don't understand
Or you won't understand
I've got too much time on my hands
But you don't understand
Or you won't understand

Are you ready, are you ready, are you ready for this?
Should I shake your hand or should I give you a kiss?
Is this everything you always hoped it would be?
We'll see...

I've got too much time on my hands
But you don't understand
Or you won't understand
I've got too much time on my hands
But you don't understand
Or you won't understand"
83,Blow It Up,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,122,2B,"Okay, I could live without it
Were you ever my age? No, I doubt it
A Native-American feather
Degenerates look better in leather

Blow, blow, blow it up!
Blow, blow, blow it up!
Blow, blow, blow it up!
Blow it up! Blow it up! Blow it up!

Tripping out is fun on the weekend
But you don't feel as young with a girlfriend
I'm bored of trying to deal with your ego
Play it like that and it will though

Blow, blow, blow it up!
Blow, blow, blow it up!
Blow, blow, blow it up!
Blow it up! Blow it up!

Blow, blow, blow it up!
Blow, blow, blow it up!
Blow, blow, blow it up!
Blow it up! Blow it up! Blow it up!"
84,Wetsuit,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,121,7B,"If at some point we all succumb
For goodness sake let us be young
'Cause time gets harder to outrun
And I'm nobody, I'm not done
With a cool cool breeze and dirty knees
I rest on childhood memories
We all got old at breakneck speed
Slow it down, go easy on me
Go easy on me

Put a wetsuit on, come on, come on
Grow your hair out long, come on, come on
Put a T-shirt on
Do me wrong, do me wrong, do me wrong

If it's up and after you
What do you suppose that you would do?
You're all whacked out from lack of sleep
You blame it on the friends you keep
Well, you want to do things differently
Go do them independently
We all got old at breakneck speed
Slow it down, go easy on me
Go easy on me

Put a wetsuit on, come on, come on
Grow your hair out long, come on, come on
Put a T-shirt on
Do me wrong, do me wrong, do me wrong

Put a wetsuit on, come on, come on
Grow your hair out long, come on, come on
Put a T-shirt on
Do me wrong, do me wrong, do me wrong

Does holy water make you pure?
Submerged your vision's just obscured
You're a lot like me
In up to our knees
In over your chest is way too deep

So put a wetsuit on, come on, come on
Grow your hair out long, come on, come on
Put a T-shirt on
Do me wrong, do me wrong, do me wrong

Put a wetsuit on, come on, come on
Grow your hair out long, come on, come on
Put a T-shirt on
Do me wrong, do me wrong, do me wrong"
85,Norgaard,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,174,1B,"Great Danes cheekbones
Teenage hormones
Young complexion
Non-physical affection
You're a god send
Do you want a boyfriend?
Crazy crazy, easy tiger

Her mind's made up, she don't want to go steady
She's only seventeen, so she's probably not ready
A-M-A-N-D-A Nørgaard
I saw you on a cover on Cross Bay Boulevard

Smaller tits
And skinny framework
Tall, sharp hips
And you're all in the same work
Giving me the sweet talk
Walking down the catwalk
I want a mannequin
But she won't let me in

Her mind's made up, she don't want to go steady
She's only seventeen, so she's probably not ready
A-M-A-N-D-A Nørgaard
I saw you on a cover on Cross Bay Boulevard

Her mind's made up, she don't want to go steady
She's only seventeen, so she's probably not ready
A-M-A-N-D-A Nørgaard
I saw you on a cover on Cross Bay Boulevard

Her mind's made up, she don't want to go steady
She's only seventeen, so she's probably not ready
A-M-A-N-D-A Nørgaard
I saw you on a cover on Cross Bay Boulevard"
86,Post Break-Up Sex,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,137,7B,"I can barely look at you
Don't tell me who you lost it to
Didn't we say we had a deal?
Didn't I say how bad I'd feel?
Everyone needs a helping hand
Who said I would not understand?
Someone up the social scale
For when you're going off the rails, have

Post break-up sex
That helps you forget your ex
What did you expect from post break-up sex?

Leave it 'til the guilt consumes
Fucking in the nearest room
All our friends were unaware
Most had just passed out downstairs
To think I'd hoped you'd be okay
No, I can't think of what to say
Maybe I misunderstood
But I can't believe you're feeling good from

Post break-up sex
That helps you forget your ex
What did you expect from post break-up sex?

Post break-up sex
That helps you forget your ex
What did you expect from post break-up sex?

Oh, when you love somebody but you find someone
Uh-huh, ah
And it all unravels and it comes undone
Uh-huh, ah
Uh-huh, ah
Uh-huh, ah

Post break-up sex
That helps you forget your ex
What did you expect from post break-up sex?

Post break-up sex
That helps you forget your ex
What did you expect from post break-up sex?"
87,Under Your Thumb,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,150,3B,"Hanging out some
Underneath European sun
Hanging out under your thumb
Under it, second to none

Well, I don't mind about taking it slow
I'm perfectly aware of what I'm yet to know
Mutually assumed, utterly consumed
Totally adored, Eleanor
Eleanor

Eleanor
Eleanor

Take it in your stride but don't string me along
I wouldn't tie you down but if you did do me wrong
Thoroughly unnerved, equally perturbed
Totally adored, Eleanor
Eleanor

Eleanor
Eleanor
Eleanor
Eleanor
Eleanor
Eleanor"
88,All In White,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,131,7B,"Break me on the thirty-seventh hour
Tout me, doubt me, show me all of your power
I will watch you rise on my back from the ground
Friend or foe?
I don't know
Do you like what you've found?

Because I will one day shine with you
I'll shine on a faithful few

Show me ""low quotations""
Have you earned your stripes?
Fabricate salvation
Lord, I know your type
I've known you all my life
I was always wrong, you all in white

Brush my cause aside with little trouble
Oh my God, I think I'm hearing double
I will watch you rise on my back from afar
Friend or foe?
I don't know now you're up in the stars

But I will one day shine with you

I'll shine on a faithful few

Show me ""low quotations""
Have you earned your stripes?
Fabricate salvation
Lord, I know your type
I've known you all my life
I was always wrong, you all in white

Show me ""low quotations""
Have you earned your stripes?
Fabricate salvation
Lord, I know your type
I've known you all my life
I was always wrong, you all in white

Show me ""low quotations""
Have you earned your stripes?
Fabricate salvation
Lord, I know your type
I've known you all my life
I was always wrong, you all in white"
89,Wolf Pack,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,117,7B,"You've seen the world
What did it look like?
You took a plane
I'll take a push bike
Run with the wolves
Calling all the wolf pack
When did you go and when did you get back?

I don't even know you
You're just someone new I don't want to talk to
You're wild, I don't find you crazy at all

You're on the rocks
Would you like to get some?
I'm kind of straight
Where do you come from?
I'm always right but what's your perception?
I'm kind of shy
Oh, didn't he mention?

I don't even know you
You're just someone new I don't want to talk to
You're wild, I don't find you crazy at all

I don't even know you
You're just someone new I don't want to talk to
You're wild, I don't find you crazy at all
I don't even know you
You're just someone new I don't want to talk to
You're wild, I don't find you crazy at all"
90,Family Friend,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,82,7B,"They've all got their opinions but then what do they know?
If you can't go back, where the hell do you go?
Does everybody really feel as high as a kite?
Well I don't really know if they do but they might

Well, you wanna get young but you're just getting older
And you had a fun summer but it's suddenly colder
If you want a bit of love put your head on my shoulder
It's cool

They've all got their opinions but then what do they know?
If you can't go back, where the hell do you go?
Does everybody really feel as high as a kite?
Well I don't really know if they do but they might

Well, you wanna get young but you're just getting older
And you had a fun summer but it's suddenly colder
If you want a bit of love put your head on my shoulder
It's cool

Yeah, you wanna get young but you're just getting older
And you had a fun summer but it's suddenly colder
If you want a bit of love put your head on my shoulder
It's cool

Half baked girl
Hey, I'm hardly surprised
Snake eyes disguise everybody's lies
Faded nail marks on pale thighs and an awkward secret that someone denies
And now you're trying to get yourself back in
Yeah, you're trying to get yourself back in
Come on in
Come on in

You wanna get young but you're just getting older
And you had a fun summer but it's suddenly colder
If you want a bit of love put your head on my shoulder
It's cool

Well, you wanna get young but you're just getting older
And you had a fun summer but it's suddenly colder
If you want a bit of love put your head on my shoulder
It's cool

Well, you wanna get young but you're just getting older
And you had a fun summer but it's suddenly colder
If you want a bit of love put your head on my shoulder
It's cool"
91,Somebody Else's Child,The Vaccines,What Did You Expect from The Vaccines?,https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c,132,12B,"I'm alright
Why'd you ask?
I'm uptight, I guess
Let it pass
I've never had much in common with you

You brought me up
Gentle and mild
But I'm somebody else's
Somebody else's child

Full head of hair
Bright blue eyes
I get my nose, I'm told
From my Mother's side
She took a lover that she barely knew

I let you down
Wayward and wild
But I'm somebody else's
Somebody else's child"
92,"Sometimes, I Swear",The Vaccines,Pick-Up Full Of Pink Carnations,https://i.scdn.co/image/ab67616d0000485160132c5b3ece63840914cf51,139,8B,"I'm caught in the good fight
But I start to feel small
When the gravity hits me
I've got nowhere to fall
I've got nowhere at all

Sometimes, I swear
It feels like I don't belong anywhere
I swear, sometimes
It feels like I don't belong anywhere
Sometimes, I swear
Sometimes, I don't belong anywhere

You, you can't keep your day job
And you, you can't find your feet
Say your best work's behind you
Still, you hate looking weak
More gods than the Greeks

Sometimes, I swear
It feels like I don't belong anywhere
I swear, sometimes
It feels like I don't belong anywhere
Sometimes, I swear
Sometimes, I don't belong anywhere

Sometimes, I swear
It feels like I don't belong anywhere
I swear, sometimes
It feels like I don't belong anywhere
Sometimes, I swear
Sometimes, I don't belong anywhere"
